Framework,Minimum Z,Maximum Z,Range Z,Mean Z,Std_dev Z,Minimum van_der_waals_radius,Maximum van_der_waals_radius,Range van_der_waals_radius,Mean van_der_waals_radius,Std_dev van_der_waals_radius,Minimum mendeleev_no,Maximum mendeleev_no,Range mendeleev_no,Mean mendeleev_no,Std_dev mendeleev_no,Minimum molar_volume,Maximum molar_volume,Range molar_volume,Mean molar_volume,Std_dev molar_volume,Minimum thermal_conductivity,Maximum thermal_conductivity,Range thermal_conductivity,Mean thermal_conductivity,Std_+Z:AGv thermal_conductivity,Minimum boiling_point,Maximum boiling_point,Range boiling_point,Mean boiling_point,Std_dev boiling_point,Minimum melting_point,Maximum melting_point,Range melting_point,Mean melting_point,Std_dev melting_point,Minimum liquid_Range,Maximum liquid_Range,LCD,PLD,GCD,PLD-a,PLD-b,PLD-c,LCD-a,LCD-b,LCD-c,Number of channels,Max dimension of channel,Min dimension of channel,Unitcell_volume,Density,ASA_A^2,ASA_m^2/cm^3,ASA_m^2/g,NASA_A^2,NASA_m^2/cm^3,NASA_m^2/g,AV_A^3,AV_Volume_fraction,AV_cm^3/g,NAV_A^3,NAV_Volume_fraction,NAV_cm^3/g,Ring topology size-3,Ring topology size-4,Ring topology size-5,Ring topology size-6,Ring topology size-7,Ring topology size-8,Ring topology size-9,Ring topology size-10,Ring topology size-11,Ring topology size-12,Ring topology size-13,Ring topology size-14,Ring topology size-15,Ring topology size-16,Ring topology size-17,Ring topology size-18,Ring topology size-19,Ring topology size-20,Ring topology size-21,Ring topology size-22,Ring topology size-23,Ring topology size-24,Ring topology size-25,Ring topology size-26,Ring topology size-27,Ring topology size-28,Ring topology size-29,Ring topology size-30,Cluster
IFU,8,14,6,9.979381443,4.242640687,1.52,2.1,0.58,1.711340206,0.410121933,85,101,16,95.72164948,11.3137085,12.06,17.36,5.3,15.61154639,3.74766594,0.02658,150.0,149.97342,49.50234742,106.0472223,90.2,3173.0,3082.8,1107.206186,2179.868785,54.8,1687.0,1632.2,593.257732,1154.139688,35.4,1486.0,10.9287,6.78304,10.9287,6.78304,6.05389,6.05389,10.9287,10.56209,10.9287,1,3,3,10543.2,1.22137,1945.21,1845.0,1510.6,43.4128,41.1763,33.7133,3414.93,0.3239,0.265195,8.43453,0.0008,0.000655005,0.0,0.388888889,0.222222222,0.055555556,0.0,0.055555556,0.0,0.0,0.0,0.055555556,0,0.055555556,0,0.0,0,0.0,0,0.166666667,0.0,0,0,0.0,0,0,0,0,0,0,3
IFW,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,7.64238,5.57359,7.64238,3.22258,3.22258,5.57359,7.64238,7.64238,7.64238,1,3,3,4052.13,1.57581,680.204,1678.63,1065.25,0.0930648,0.229669,0.145746,697.777,0.1722,0.109277,0.0,0.0,0.0,0.0,0.285714286,0.285714286,0.285714286,0.0,0.071428571,0.0,0.071428571,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
IFW,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,7.37175,4.95385,7.37175,3.13429,3.13429,4.95385,7.37175,7.37175,7.37175,1,3,3,3878.08,1.64654,716.824,1848.4,1122.6,17.6353,45.4742,27.6181,727.528,0.1876,0.113936,1.55123,0.0004,0.000242934,0.0,0.285714286,0.285714286,0.285714286,0.0,0.071428571,0.0,0.071428571,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
IFY,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.87931,3.76514,6.87931,3.76514,3.76514,2.15671,6.87931,6.87931,6.87931,1,2,2,2719.8,1.76081,423.118,1555.69,883.512,43.9446,161.573,91.7607,267.629,0.0984,0.0558835,10.6072,0.0039,0.00221489,0.0,0.625,0.0,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
IFY,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,7.11107,3.67868,6.70844,3.67868,3.67868,2.13318,6.70844,6.70844,7.11107,1,2,2,2781.24,1.72191,502.097,1805.3,1048.43,83.1175,298.85,173.557,387.983,0.1395,0.0810147,26.978,0.0097,0.00563328,0.0,0.625,0.0,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
IHW,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.61014,3.61365,6.55402,3.61365,1.52096,3.61365,6.55402,6.61013,6.61014,2,2,2,6064.64,1.84256,805.191,1327.68,720.565,0.0,0.0,0.0,569.469,0.0939,0.0509618,0.0,0.0,0.0,0.0,0.076923077,0.538461538,0.307692308,0.0,0.076923077,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
IHW,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.47855,3.54909,6.47855,3.54909,1.53798,3.54909,6.47855,6.47855,6.47855,2,2,2,5999.16,1.86267,936.525,1561.09,838.096,37.9965,63.3363,34.003,735.497,0.1226,0.0658196,4.19941,0.0007,0.000375805,0.0,0.076923077,0.538461538,0.307692308,0.0,0.076923077,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
IRN,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,9.10774,3.58418,9.10774,1.99311,3.58418,2.7476,9.10774,9.10774,7.38339,2,1,1,6005.37,1.52847,872.625,1453.07,950.675,251.874,419.415,274.402,942.843,0.157,0.102717,113.502,0.0189,0.0123653,0.0,0.384615385,0.076923077,0.307692308,0.076923077,0.076923077,0.0,0.076923077,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
IRT,8,14,6,9.967213115,4.242640687,1.52,2.1,0.58,1.710163934,0.410121933,85,101,16,95.75409836,11.3137085,12.06,17.36,5.3,15.62229508,3.74766594,0.02658,150.0,149.97342,49.19819311,106.0472223,90.2,3173.0,3082.8,1100.954098,2179.868785,54.8,1687.0,1632.2,589.947541,1154.139688,35.4,1486.0,10.68849,8.0579,10.68849,6.57638,6.09615,8.0579,10.68849,10.68849,10.68849,1,3,3,13665.2,1.18374,2728.92,1996.98,1687.02,0.258302,0.189022,0.159682,4663.94,0.3413,0.288324,0.0,0.0,0.0,0.0,0.52,0.16,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
ISV,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.94864,6.2622,6.83654,6.2622,6.2622,6.21804,6.83654,6.83654,6.94864,1,3,3,4255.21,1.50061,789.478,1855.32,1236.38,0.431137,1.0132,0.675192,886.359,0.2083,0.13881,0.0,0.0,0.0,0.0,0.411764706,0.235294118,0.117647059,0.0,0.0,0.0,0.0,0.0,0.235294118,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
ISV,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.96591,6.19398,6.86922,6.19398,6.19398,5.96137,6.86922,6.86922,6.96591,1,3,3,4165.15,1.53305,826.051,1983.25,1293.66,31.5951,75.8559,49.4802,1045.04,0.2509,0.16366,1.66606,0.0004,0.000260917,0.0,0.411764706,0.235294118,0.117647059,0.0,0.0,0.0,0.0,0.0,0.235294118,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
ITE,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,8.24311,4.15465,8.24311,2.01342,4.15465,2.74411,8.24311,8.24311,8.24311,4,1,1,4071.08,1.56848,725.99,1783.29,1136.95,0.0,0.0,0.0,648.116,0.1592,0.1015,0.0,0.0,0.0,0.0,0.375,0.25,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
ITE,8,14,6,9.740689096,4.242640687,1.52,2.1,0.58,1.688266613,0.410121933,85,101,16,96.35816241,11.3137085,12.06,17.36,5.3,15.8223913,3.74766594,0.02658,150.0,149.97342,43.53609614,106.0472223,90.2,3173.0,3082.8,984.5660573,2179.868785,54.8,1687.0,1632.2,528.325457,1154.139688,35.4,1486.0,8.07881,3.79205,8.07881,1.87042,3.79205,2.83377,8.07881,8.07881,7.96605,2,2,2,3935.05,1.6227,817.905,2078.51,1280.9,0.0,0.0,0.0,763.793,0.1941,0.119616,0.0,0.0,0.0,0.0,0.375,0.25,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
ITG,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.94186,6.24307,6.94186,4.94326,6.24307,5.15031,6.87258,6.94186,6.94186,1,3,3,3377.16,1.65442,597.787,1770.09,1069.92,0.0446331,0.132162,0.0798843,517.718,0.1533,0.0926611,0.0,0.0,0.0,0.0,0.272727273,0.333333333,0.181818182,0.0,0.0,0.0,0.151515152,0.0,0.060606061,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
ITH,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.66002,5.0661,6.66002,3.46957,5.0661,4.92568,6.66002,6.66002,6.66002,1,3,3,3213.73,1.73855,515.591,1604.34,922.804,0.0,0.0,0.0,362.187,0.1127,0.0648241,0.0,0.0,0.0,0.0,0.291666667,0.208333333,0.291666667,0.0,0.0,0.083333333,0.125,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
ITH,8,14,6,9.867870231,4.242640687,1.52,2.1,0.58,1.700560789,0.410121933,85,101,16,96.01901272,11.3137085,12.06,17.36,5.3,15.71004796,3.74766594,0.02658,150.0,149.97342,46.71506112,106.0472223,90.2,3173.0,3082.8,1049.911725,2179.868785,54.8,1687.0,1632.2,562.9229653,1154.139688,35.4,1486.0,6.56588,4.76806,6.52454,4.07617,4.76806,4.76806,6.56588,6.52454,6.16387,1,3,3,3146.35,1.77578,561.419,1784.35,1004.83,13.5799,43.1606,24.3052,445.523,0.1416,0.0797397,1.25854,0.0004,0.000225253,0.0,0.291666667,0.208333333,0.291666667,0.0,0.0,0.083333333,0.125,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
ITR,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.29862,5.06055,6.14246,5.06055,5.06055,3.52081,6.29862,6.14246,6.29862,1,3,3,6454.7,1.73121,1037.89,1607.97,928.81,0.0,0.0,0.0,746.163,0.1156,0.0667741,0.0,0.0,0.0,0.0,0.272727273,0.227272727,0.318181818,0.0,0.0,0.090909091,0.090909091,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
ITT,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,13.41393,11.94259,13.41393,5.15769,5.15769,11.94259,13.41393,13.41393,13.41393,1,3,3,3586.51,1.27966,626.133,1745.8,1364.27,0.0,0.0,0.0,1157.01,0.3226,0.252099,0.0,0.0,0.0,0.1,0.3,0.2,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0,0.0,0,0.0,0,0.1,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
ITW,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,4.67093,3.8933,4.67093,2.7238,1.47771,3.8933,4.67093,4.63633,4.67093,2,1,1,1354.1,1.76836,238.064,1758.1,994.2,0.0265899,0.196367,0.111045,102.776,0.0759,0.0429212,0.0,0.0,0.0,0.0,0.375,0.125,0.125,0.0,0.375,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
ITW,8,14,6,9.839524517,4.242640687,1.52,2.1,0.58,1.697820703,0.410121933,85,101,16,96.09460129,11.3137085,12.06,17.36,5.3,15.73508668,3.74766594,0.02658,150.0,149.97342,46.00654383,106.0472223,90.2,3173.0,3082.8,1035.347697,2179.868785,54.8,1687.0,1632.2,555.2119861,1154.139688,35.4,1486.0,4.66667,3.65784,4.66538,2.36439,1.56062,3.65784,4.66667,4.66667,4.66538,2,1,1,1326.75,1.8048,287.703,2168.47,1201.5,0.21899,1.65057,0.914547,139.84,0.1054,0.0583998,0.0,0.0,0.0,0.0,0.375,0.125,0.125,0.0,0.375,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
IWR,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,7.42237,5.84682,7.40298,4.79695,4.79695,5.84682,7.42237,7.40298,7.40298,1,3,3,3580.23,1.56058,660.108,1843.76,1181.46,0.0,0.0,0.0,673.799,0.1882,0.120596,0.0,0.0,0.0,0.0,0.4,0.133333333,0.266666667,0.0,0.0,0.0,0.066666667,0.0,0.133333333,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
IWS,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,8.1875,6.59829,8.1875,6.3206,6.3206,6.59829,8.1875,8.1875,8.1875,1,3,3,9194.4,1.47579,1677.39,1824.36,1236.2,5.95615,6.47801,4.38954,2051.27,0.2231,0.151174,1.83888,0.0002,0.000135521,0.0,0.444444444,0.166666667,0.222222222,0.0,0.0,0.0,0.0,0.0,0.166666667,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
IWV,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,8.48119,6.97318,8.48119,1.99758,6.97318,6.97318,8.4048,8.4048,8.48119,2,2,2,10121.0,1.4984,1678.45,1658.38,1106.77,5.17839,5.11647,3.41463,2208.41,0.2182,0.145622,0.0,0.0,0.0,0.0,0.333333333,0.416666667,0.166666667,0.0,0.0,0.0,0.0,0.0,0.083333333,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
IWV,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,8.09539,6.23169,8.09539,1.97781,6.23169,6.23169,8.0939,8.09539,8.09539,2,2,2,9682.32,1.56629,1742.8,1799.98,1149.2,50.6489,52.3107,33.3978,2253.08,0.2327,0.148568,3.87293,0.0004,0.000255381,0.0,0.333333333,0.416666667,0.166666667,0.0,0.0,0.0,0.0,0.0,0.083333333,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
JBW,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,4.22882,3.66384,3.97501,3.66384,2.46854,1.39604,3.97501,4.22882,3.45206,1,1,1,319.484,1.87375,41.4604,1297.73,692.586,0.0047482,0.148621,0.0793177,11.5653,0.0362,0.0193196,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
JBW,8,15,7,9.958333333,3.989356588,1.52,1.84,0.32,1.615416667,0.190893887,73,101,28,95.375,12.22785378,10.0,17.36,7.36,16.24333333,3.432546902,0.02658,235.0,234.97342,36.09872,114.2858614,90.2,2792.0,2701.8,557.5916667,1249.389547,54.8,933.47,878.67,244.55875,450.0682896,35.4,1858.53,4.38147,3.84179,4.38147,1.70756,1.0053,3.84179,4.38147,4.38147,4.38147,1,1,1,323.069,1.81891,58.9615,1825.05,1003.38,0.0,0.0,0.0,29.5931,0.0916,0.0503599,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,4
JNT,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,4.6551,2.17968,4.6551,2.17968,1.64872,2.17968,4.6551,4.56422,4.6551,0,0,0,1558.92,2.04802,0.0,0.0,0.0,129.119,828.257,404.419,0.0,0.0,0.0,43.0263,0.0276,0.0134765,0.0,0.222222222,0.0,0.388888889,0.0,0.388888889,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
JNT,4,14,10,9.333333333,4.303314829,1.52,2.1,0.58,1.675333333,0.369641969,77,101,24,95.13333333,12.26859888,4.85,17.36,12.51,15.11266667,5.178782747,0.02658,190.0,189.97342,52.68438667,108.3111119,90.2,3173.0,3082.8,1089.066667,2043.983289,54.8,1687.0,1632.2,590.4,1094.108211,35.4,1486.0,4.76323,2.20015,4.76323,2.20015,1.89417,2.20015,4.76322,4.76323,4.76323,0,0,0,1721.42,1.8719,0.0,0.0,0.0,254.092,1476.06,788.538,0.0,0.0,0.0,109.138,0.0634,0.0338694,0.0,0.222222222,0.0,0.388888889,0.0,0.388888889,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1
JOZ,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,4.85689,3.4363,4.85689,3.03314,3.4363,3.02725,4.85689,4.85689,4.82462,1,3,3,1222.11,1.63277,285.515,2336.24,1430.84,0.0,0.0,0.0,80.2929,0.0657,0.0402382,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
JOZ,8,15,7,10.0,4.082482905,1.52,1.84,0.32,1.62,0.200665559,80,101,21,95.66666667,11.4212278,10.0,17.36,7.36,16.07666667,3.847229884,0.02658,235.0,234.97342,39.22372,123.8198386,90.2,2792.0,2701.8,617.1333333,1395.849425,54.8,933.47,878.67,244.995,456.0418076,35.4,1858.53,4.61718,2.94003,4.61718,2.94003,2.79648,2.79648,4.61718,4.61718,4.61718,1,3,3,2343.01,1.59517,617.29,2634.61,1651.62,0.0,0.0,0.0,208.059,0.0888,0.0556681,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,4
JRY,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,4.53381,4.34035,4.53381,1.99336,4.34035,1.68553,4.52938,4.53381,4.53381,2,1,1,1299.09,1.84323,190.033,1462.81,793.613,0.0,0.0,0.0,82.2324,0.0633,0.0343419,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.3,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
JRY,8,15,7,9.869837405,4.204173231,1.52,1.84,0.32,1.610454743,0.200323119,80,101,21,96.34640466,11.0199959,10.0,17.36,7.36,16.34031823,3.592105711,0.02658,235.0,234.97342,30.72947048,115.5755569,90.2,2792.0,2701.8,522.7712373,1308.121374,54.8,933.47,878.67,215.1237692,430.855322,35.4,1858.53,5.77306,4.47186,5.77306,4.47186,2.93638,1.60704,5.77306,5.57676,5.77306,2,2,2,1326.33,1.83218,342.306,2580.85,1408.62,0.0,0.0,0.0,186.615,0.1407,0.0767938,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.3,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,4
JSN,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,5.06367,3.38884,5.06367,1.52614,2.68637,3.38884,5.06367,5.06367,5.06367,1,1,1,895.284,1.78306,147.891,1651.89,926.435,0.0,0.0,0.0,70.9065,0.0792,0.0444179,0.0,0.0,0.0,0.0,0.428571429,0.0,0.285714286,0.0,0.285714286,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
JSR,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,7.77147,4.99247,7.77147,4.99247,4.99247,4.99247,7.77147,7.18805,7.77147,1,3,3,7815.47,1.22553,2028.12,2595.0,2117.45,0.0,0.0,0.0,2133.62,0.273,0.222761,0.0,0.0,0.0,0.333333333,0.166666667,0.0,0.333333333,0.0,0.0,0.0,0.0,0.166666667,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
