Framework,Minimum Z,Maximum Z,Range Z,Mean Z,Std_dev Z,Minimum van_der_waals_radius,Maximum van_der_waals_radius,Range van_der_waals_radius,Mean van_der_waals_radius,Std_dev van_der_waals_radius,Minimum mendeleev_no,Maximum mendeleev_no,Range mendeleev_no,Mean mendeleev_no,Std_dev mendeleev_no,Minimum molar_volume,Maximum molar_volume,Range molar_volume,Mean molar_volume,Std_dev molar_volume,Minimum thermal_conductivity,Maximum thermal_conductivity,Range thermal_conductivity,Mean thermal_conductivity,Std_+Z:AGv thermal_conductivity,Minimum boiling_point,Maximum boiling_point,Range boiling_point,Mean boiling_point,Std_dev boiling_point,Minimum melting_point,Maximum melting_point,Range melting_point,Mean melting_point,Std_dev melting_point,Minimum liquid_Range,Maximum liquid_Range,LCD,PLD,GCD,PLD-a,PLD-b,PLD-c,LCD-a,LCD-b,LCD-c,Number of channels,Max dimension of channel,Min dimension of channel,Unitcell_volume,Density,ASA_A^2,ASA_m^2/cm^3,ASA_m^2/g,NASA_A^2,NASA_m^2/cm^3,NASA_m^2/g,AV_A^3,AV_Volume_fraction,AV_cm^3/g,NAV_A^3,NAV_Volume_fraction,NAV_cm^3/g,Ring topology size-3,Ring topology size-4,Ring topology size-5,Ring topology size-6,Ring topology size-7,Ring topology size-8,Ring topology size-9,Ring topology size-10,Ring topology size-11,Ring topology size-12,Ring topology size-13,Ring topology size-14,Ring topology size-15,Ring topology size-16,Ring topology size-17,Ring topology size-18,Ring topology size-19,Ring topology size-20,Ring topology size-21,Ring topology size-22,Ring topology size-23,Ring topology size-24,Ring topology size-25,Ring topology size-26,Ring topology size-27,Ring topology size-28,Ring topology size-29,Ring topology size-30,Cluster
LTA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.27217,4.03904,11.27217,4.03904,4.03904,4.03439,11.27217,11.27217,11.27215,1,3,3,14759.9,1.28593,2491.79,1688.22,1312.84,500.98,339.421,263.949,3157.13,0.2139,0.166338,307.005,0.0208,0.016175,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
LTA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.25281,4.06641,11.25281,4.06641,4.06641,4.06641,11.25281,11.25281,11.25281,1,3,3,14764.9,1.28549,2491.95,1687.75,1312.92,497.509,336.954,262.12,3164.12,0.2143,0.166706,301.204,0.0204,0.0158694,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
LTA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.23627,3.94649,11.23627,3.94649,3.94649,3.94649,11.23627,11.23627,11.23627,1,3,3,14765.6,1.28543,2502.98,1695.14,1318.73,525.596,355.959,276.918,3118.5,0.2112,0.164303,333.703,0.0226,0.0175817,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
LTA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.24088,4.01369,11.24088,4.01369,4.01369,4.01369,11.24088,11.24088,11.24088,1,3,3,14749.9,1.2868,2472.74,1676.44,1302.8,494.708,335.397,260.644,3118.13,0.2114,0.164284,287.624,0.0195,0.0151539,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
LTA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.33215,4.13847,11.33215,4.13389,4.13847,4.1342,11.33215,11.33215,11.33215,1,3,3,14749.9,1.2868,2501.59,1696.0,1318.0,482.784,327.313,254.362,3196.31,0.2167,0.168402,281.724,0.0191,0.014843,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
LTA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.23022,4.1314,11.2302,4.1314,4.1314,4.1314,11.23022,11.2302,11.2302,1,3,3,14765.3,1.28546,2483.79,1682.19,1308.62,490.567,332.244,258.463,3170.1,0.2147,0.167022,289.399,0.0196,0.0152474,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
LTA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.21027,4.13335,11.21027,4.13335,4.13335,4.13335,11.21027,11.21027,11.21027,1,3,3,14768.5,1.28518,2480.23,1679.4,1306.75,495.687,335.638,261.16,3158.99,0.2139,0.166436,293.893,0.0199,0.0154842,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
LTA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.19176,4.12393,11.19174,4.12393,4.12393,4.12393,11.19176,11.19174,11.19174,1,3,3,14770.9,1.28498,2477.3,1677.15,1305.2,493.806,334.311,260.169,3144.72,0.2129,0.165684,293.94,0.0199,0.0154867,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
LTA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.28425,4.02168,11.28425,4.02168,4.02168,4.02168,11.28425,11.28425,11.28425,1,3,3,14752.6,1.28656,2502.87,1696.56,1318.67,472.368,320.193,248.874,3165.92,0.2146,0.166801,278.825,0.0189,0.0146903,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
LTA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.27921,4.03049,11.27921,4.03049,4.03049,4.03049,11.27921,11.27921,11.27921,1,3,3,14714.4,1.28991,2484.76,1688.66,1309.13,489.313,332.54,257.802,3153.3,0.2143,0.166136,292.817,0.0199,0.0154275,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
LTA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.26876,4.0024,11.26876,4.0024,4.0024,4.0024,11.26876,11.26876,11.26876,1,3,3,14727.0,1.2888,2479.79,1683.84,1306.51,475.3,322.74,250.419,3156.0,0.2143,0.166279,273.923,0.0186,0.014432,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
LTA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.25759,3.97833,11.25759,3.97833,3.97833,3.97833,11.25759,11.25759,11.25759,1,3,3,14728.5,1.28867,2476.36,1681.34,1304.7,482.501,327.598,254.213,3132.74,0.2127,0.165053,279.841,0.019,0.0147438,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
LTA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.26506,3.98568,11.26506,3.98568,3.98568,3.98568,11.26506,11.26506,11.26506,1,3,3,14744.7,1.28726,2475.68,1679.03,1304.35,490.16,332.431,258.248,3131.77,0.2124,0.165002,287.522,0.0195,0.0151485,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
LTA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.27357,3.99815,11.27357,3.99815,3.99815,3.99815,11.27357,11.27357,11.27357,1,3,3,14755.2,1.28634,2480.11,1680.85,1306.69,494.948,335.441,260.771,3148.75,0.2134,0.165897,290.677,0.0197,0.0153147,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
LTA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.26343,3.97154,11.26343,3.97154,3.97154,3.97154,11.26343,11.26343,11.26343,1,3,3,14765.8,1.28542,2483.12,1681.67,1308.27,496.644,336.347,261.664,3146.59,0.2131,0.165783,292.363,0.0198,0.0154036,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
LTA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.23831,3.93766,11.23831,3.93766,3.93766,3.93766,11.23831,11.23831,11.23831,1,3,3,14729.0,1.28863,2466.98,1674.91,1299.76,473.414,321.416,249.425,3115.18,0.2115,0.164128,272.487,0.0185,0.0143564,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
SOD,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,5.88187,1.53884,5.88187,1.53884,1.53884,1.53884,5.88187,5.88187,5.88187,0,0,0,697.864,1.69985,0.0,0.0,0.0,93.6849,1342.45,789.749,0.0,0.0,0.0,45.3612,0.065,0.0382387,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1
BCT,8,15,7,9.4,4.949747468,1.52,1.8,0.28,1.576,0.197989899,90,101,11,98.8,7.778174593,17.02,17.36,0.34,17.292,0.240416306,0.02658,0.236,0.20942,0.068464,0.148082302,90.2,550.0,459.8,182.16,325.127698,54.8,317.3,262.5,107.3,185.6155301,35.4,232.7,2.92501,2.77007,2.92501,2.77007,2.28129,2.32182,2.92501,2.92501,2.92309,0,0,0,410.442,1.53689,0.0,0.0,0.0,6.84976,166.887,108.587,0.0,0.0,0.0,0.164177,0.0004,0.000260265,0.0,0.333333333,0.0,0.333333333,0.0,0.333333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,7
BCT,8,15,7,9.4,4.949747468,1.52,1.8,0.28,1.576,0.197989899,90,101,11,98.8,7.778174593,17.02,17.36,0.34,17.292,0.240416306,0.02658,0.236,0.20942,0.068464,0.148082302,90.2,550.0,459.8,182.16,325.127698,54.8,317.3,262.5,107.3,185.6155301,35.4,232.7,3.03121,2.78781,3.03121,2.78781,2.38937,2.47278,3.03121,3.03121,3.03121,0,0,0,448.651,1.40601,0.0,0.0,0.0,19.801,441.344,313.9,0.0,0.0,0.0,0.717841,0.0016,0.00113798,0.0,0.333333333,0.0,0.333333333,0.0,0.333333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,7
GIS,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,4.82273,3.27699,4.77658,2.86823,3.15545,3.27699,4.81533,4.82273,4.77658,1,3,3,1046.16,1.51189,249.645,2386.29,1578.35,0.0,0.0,0.0,80.6593,0.0771,0.0509958,0.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
BCT,8,15,7,9.4,4.949747468,1.52,1.8,0.28,1.576,0.197989899,90,101,11,98.8,7.778174593,17.02,17.36,0.34,17.292,0.240416306,0.02658,0.236,0.20942,0.068464,0.148082302,90.2,550.0,459.8,182.16,325.127698,54.8,317.3,262.5,107.3,185.6155301,35.4,232.7,3.13159,2.96299,3.13159,2.96299,2.36011,2.45108,3.13159,3.13159,3.13159,2,1,1,452.023,1.39552,34.4796,762.783,546.596,0.0,0.0,0.0,2.03411,0.0045,0.00322462,0.0,0.0,0.0,0.0,0.333333333,0.0,0.333333333,0.0,0.333333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,7
ANA,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10.0,17.36,7.36,15.36444444,4.094462114,0.02658,235.0,234.97342,59.46216444,124.059398,90.2,3173.0,3082.8,1075.466667,1988.294065,54.8,1687.0,1632.2,515.1411111,971.2994236,35.4,1858.53,4.31365,2.50375,4.31365,2.50375,2.50375,2.50375,4.31365,4.31365,4.31365,0,0,0,2593.94,1.83494,0.0,0.0,0.0,238.831,920.726,501.775,0.0,0.0,0.0,57.8449,0.0223,0.012153,0.0,0.333333333,0.0,0.333333333,0.0,0.333333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
LAU,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10.0,17.36,7.36,15.36444444,4.094462114,0.02658,235.0,234.97342,59.46216444,124.059398,90.2,3173.0,3082.8,1075.466667,1988.294065,54.8,1687.0,1632.2,515.1411111,971.2994236,35.4,1858.53,6.05555,3.95909,6.05555,3.95909,2.09161,2.09161,6.05555,6.05555,6.05555,2,1,1,1349.59,1.7634,184.849,1369.68,776.725,0.0,0.0,0.0,110.936,0.0822,0.0466145,0.0,0.0,0.0,0.0,0.333333333,0.0,0.555555556,0.0,0.0,0.0,0.111111111,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
CHI,8,14,6,9.666666667,4.242640687,1.52,2.1,0.58,1.681111111,0.410121933,85,101,16,96.55555556,11.3137085,12.06,17.36,5.3,15.88777778,3.74766594,0.02658,150.0,149.97342,41.68586333,106.0472223,90.2,3173.0,3082.8,946.5333333,2179.868785,54.8,1687.0,1632.2,508.1888889,1154.139688,35.4,1486.0,3.66303,3.22034,3.56412,1.68538,3.22034,1.31364,3.38509,3.56412,3.66303,4,1,1,1341.38,1.72527,98.4027,733.592,425.205,4.94668,36.8775,21.375,15.4259,0.0115,0.00666564,0.402414,0.0003,0.000173886,0.0,0.25,0.125,0.375,0.0,0.0,0.125,0.125,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
CHI,8,14,6,9.764705882,4.242640687,1.52,2.1,0.58,1.690588235,0.410121933,85,101,16,96.29411765,11.3137085,12.06,17.36,5.3,15.80117647,3.74766594,0.02658,150.0,149.97342,44.13640941,106.0472223,90.2,3173.0,3082.8,996.9058824,2179.868785,54.8,1687.0,1632.2,534.8588235,1154.139688,35.4,1486.0,3.56966,3.21845,3.56966,3.21845,1.15717,2.04045,3.56966,3.56966,3.56966,4,1,1,1342.04,1.64524,93.0382,693.26,421.374,6.90294,51.4362,31.2637,14.494,0.0108,0.0065644,0.268408,0.0002,0.000121563,0.0,0.25,0.125,0.375,0.0,0.0,0.125,0.125,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
LOS,8,32,24,12.83333333,12.39399496,1.52,2.11,0.59,1.671666667,0.322740005,80,101,21,94.66666667,12.77149604,10.0,17.36,7.36,15.51166667,3.982649174,0.02658,235.0,234.97342,49.18438667,121.5324092,90.2,3093.0,3002.8,1040.966667,1905.49972,54.8,1211.4,1156.6,394.0116667,687.8462038,35.4,1881.6,6.35457,1.79573,4.20922,1.50143,1.50143,1.79573,6.35457,6.17216,4.20922,0,0,0,1515.25,2.15128,0.0,0.0,0.0,206.756,1364.5,634.273,0.0,0.0,0.0,125.614,0.0829,0.0385352,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1
LOS,8,32,24,12.83333333,12.39399496,1.52,2.11,0.59,1.671666667,0.322740005,80,101,21,94.66666667,12.77149604,10.0,17.36,7.36,15.51166667,3.982649174,0.02658,235.0,234.97342,49.18438667,121.5324092,90.2,3093.0,3002.8,1040.966667,1905.49972,54.8,1211.4,1156.6,394.0116667,687.8462038,35.4,1881.6,6.30271,1.73568,4.1539,1.51221,1.51221,1.73568,6.30271,6.30271,4.1539,0,0,0,1498.78,2.17493,0.0,0.0,0.0,202.869,1353.56,622.349,0.0,0.0,0.0,120.352,0.0803,0.0369207,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1
CAN,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,6.17922,5.81027,6.17922,1.43864,1.43864,5.81027,6.17922,6.17922,6.17922,1,1,1,707.037,1.6778,62.6032,885.43,527.735,33.4606,473.251,282.067,47.5836,0.0673,0.0401122,9.05007,0.0128,0.00762906,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
LAU,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10.0,17.36,7.36,15.36444444,4.094462114,0.02658,235.0,234.97342,59.46216444,124.059398,90.2,3173.0,3082.8,1075.466667,1988.294065,54.8,1687.0,1632.2,515.1411111,971.2994236,35.4,1858.53,6.1301,4.03669,6.00179,2.10291,2.10291,4.03669,6.1301,6.00179,6.00179,2,1,1,1433.94,1.65966,202.248,1410.43,849.832,0.0,0.0,0.0,132.783,0.0926,0.0557945,0.0,0.0,0.0,0.0,0.333333333,0.0,0.555555556,0.0,0.0,0.0,0.111111111,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
FAU,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.61337,7.40876,11.61337,7.40876,7.40876,7.40876,11.61337,11.61337,11.61337,1,3,3,15643.8,1.21328,2472.26,1580.35,1302.55,413.973,264.625,218.108,4403.72,0.2815,0.232016,212.755,0.0136,0.0112093,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
FAU,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.41307,7.29941,11.41307,7.29941,7.29941,7.29941,11.41307,11.41306,11.41307,1,3,3,15643.8,1.21328,2503.96,1600.61,1319.25,423.48,270.702,223.117,4350.53,0.2781,0.229214,225.27,0.0144,0.0118687,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
TON,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,5.30069,4.7801,5.30069,1.73134,1.33002,4.7801,5.25665,5.30069,5.30069,2,1,1,1203.55,1.98955,120.243,999.068,502.157,0.0,0.0,0.0,68.6022,0.057,0.0286496,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
NAT,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95.0,12.19265001,10.0,17.36,7.36,15.31866667,4.17427667,0.02658,235.0,234.97342,61.35105333,127.5581437,90.2,3173.0,3082.8,1067.0,1963.904425,54.8,1687.0,1632.2,498.396,939.0837544,35.4,1858.53,3.45762,2.62476,3.45762,2.60018,2.62476,2.62476,3.45762,3.45762,3.45762,0,0,0,2248.26,1.76205,0.0,0.0,0.0,150.405,668.985,379.663,0.0,0.0,0.0,14.8385,0.0066,0.00374564,0.0,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
NAT,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95.0,12.19265001,10.0,17.36,7.36,15.31866667,4.17427667,0.02658,235.0,234.97342,61.35105333,127.5581437,90.2,3173.0,3082.8,1067.0,1963.904425,54.8,1687.0,1632.2,498.396,939.0837544,35.4,1858.53,3.4664,2.635,3.4664,2.61081,2.635,2.635,3.4664,3.4664,3.4664,0,0,0,2248.26,1.76205,0.0,0.0,0.0,154.938,689.145,391.105,0.0,0.0,0.0,15.0633,0.0067,0.00380239,0.0,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
